model_error,format_error,batch_size,n_policy_types,policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,strict_exact_match,prompt_tokens,completion_tokens,total_cost,diff,raw_output
,,1,3,loadbalancing reachability waypoint,99,0,16,2.874,3,3,0,0,1.0,1,864,267,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""marseille"": [""100.0.9.0/24""]
    },
    ""waypoint"": {
      ""(marseille,100.0.9.0/24)"": [""rotterdam""]
    },
    ""loadbalancing"": {
      ""(marseille,100.0.9.0/24)"": 4
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,17,2.945,3,3,0,0,1.0,1,858,250,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""frankfurt"": [""100.0.9.0/24""]
        },
        ""waypoint"": {
            ""(frankfurt,100.0.9.0/24)"": [""rotterdam""]
        },
        ""loadbalancing"": {
            ""(frankfurt,100.0.9.0/24)"": 2
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,18,3.119,3,3,0,0,1.0,1,861,280,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""geneva"": [""100.0.4.0/24""]
        },
        ""waypoint"": {
            ""(geneva,100.0.4.0/24)"": [""basel""]
        },
        ""loadbalancing"": {
            ""(geneva,100.0.4.0/24)"": 3
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,19,5.55,3,3,0,0,1.0,1,861,630,0,{},"{""status"":""ok"",""result"":{""reachability"":{""rotterdam"":[""100.0.4.0/24""]},""waypoint"":{""(rotterdam,100.0.4.0/24)"":[""basel""]},""loadbalancing"":{""(rotterdam,100.0.4.0/24)"":3}}}"
,,1,3,loadbalancing reachability waypoint,99,0,20,4.024,3,3,0,0,1.0,1,859,356,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""barcelona"": [""100.0.1.0/24""]
        },
        ""waypoint"": {
            ""(barcelona,100.0.1.0/24)"": [""kiev""]
        },
        ""loadbalancing"": {
            ""(barcelona,100.0.1.0/24)"": 3
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,21,4.119,3,3,0,0,1.0,1,858,384,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""vienna"": [""100.0.9.0/24""]
        },
        ""waypoint"": {
            ""(vienna,100.0.9.0/24)"": [""rotterdam""]
        },
        ""loadbalancing"": {
            ""(vienna,100.0.9.0/24)"": 3
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,22,3.369,3,3,0,0,1.0,1,862,278,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""praha"": [""100.0.4.0/24""]
        },
        ""waypoint"": {
            ""(praha,100.0.4.0/24)"": [""basel""]
        },
        ""loadbalancing"": {
            ""(praha,100.0.4.0/24)"": 2
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,23,2.568,3,3,0,0,1.0,1,859,248,0,{},"{
    ""reachability"": {
        ""paris"": [""100.0.29.0/24""]
    },
    ""waypoint"": {
        ""(paris,100.0.29.0/24)"": [""london""]
    },
    ""loadbalancing"": {
        ""(paris,100.0.29.0/24)"": 2
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,24,3.339,3,3,0,0,1.0,1,859,360,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""kiev"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(kiev,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(kiev,100.0.4.0/24)"": 2
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,25,3.928,3,3,0,0,1.0,1,861,389,0,{},"{""status"":""ok"",""result"":{""reachability"":{""budapest"":[""100.0.4.0/24""]},""waypoint"":{""(budapest,100.0.4.0/24)"":[""basel""]},""loadbalancing"":{""(budapest,100.0.4.0/24)"":4}}}"
,,1,3,loadbalancing reachability waypoint,99,0,26,3.171,3,3,0,0,1.0,1,859,269,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""amsterdam"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(amsterdam,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(amsterdam,100.0.4.0/24)"": 7
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,27,4.504,3,3,0,0,1.0,1,854,448,0,{},"{""status"":""ok"",""result"":{""reachability"":{""madrid"":[""100.0.29.0/24""]},""waypoint"":{""(madrid,100.0.29.0/24)"":[""london""]},""loadbalancing"":{""(madrid,100.0.29.0/24)"":2}}}"
,,1,3,loadbalancing reachability waypoint,99,0,28,3.289,3,3,0,0,1.0,1,858,375,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""barcelona"": [""100.0.29.0/24""]
    },
    ""waypoint"": {
      ""(barcelona,100.0.29.0/24)"": [""london""]
    },
    ""loadbalancing"": {
      ""(barcelona,100.0.29.0/24)"": 2
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,29,4.199,3,3,0,0,1.0,1,855,404,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""warsaw"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(warsaw,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(warsaw,100.0.4.0/24)"": 2
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,30,3.921,3,3,0,0,1.0,1,855,421,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""sofia"": [""100.0.9.0/24""]
    },
    ""waypoint"": {
      ""(sofia,100.0.9.0/24)"": [""rotterdam""]
    },
    ""loadbalancing"": {
      ""(sofia,100.0.9.0/24)"": 4
    }
  }
}"
,,1,3,loadbalancing reachability waypoint,99,0,31,2.822,3,3,0,0,1.0,1,861,262,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""strasbourg"": [""100.0.29.0/24""]
        },
        ""waypoint"": {
            ""(strasbourg,100.0.29.0/24)"": [""london""]
        },
        ""loadbalancing"": {
            ""(strasbourg,100.0.29.0/24)"": 2
        }
    }
}"
,,1,3,loadbalancing reachability waypoint,99,0,32,2.461,3,3,0,0,1.0,1,864,187,0,{},"{
    ""status"": ""OK"",
    ""result"": {
        ""reachability"": {
            ""bratislava"": [""100.0.4.0/24""]
        },
        ""waypoint"": {
            ""(bratislava,100.0.4.0/24)"": [""basel""]
        },
        ""loadbalancing"": {
            ""(bratislava,100.0.4.0/24)"": 4
        }
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,0,10.131,9,9,0,0,1.0,1,980,1223,0,{},"{
  ""status"": ""OK"",
  ""result"": {
    ""reachability"": {
      ""athens"": [""100.0.29.0/24""],
      ""strasbourg"": [""100.0.1.0/24""],
      ""luxembourg"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(athens,100.0.29.0/24)"": [""london""],
      ""(strasbourg,100.0.1.0/24)"": [""kiev""],
      ""(luxembourg,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(athens,100.0.29.0/24)"": 3,
      ""(strasbourg,100.0.1.0/24)"": 2,
      ""(luxembourg,100.0.4.0/24)"": 4
    }
  }
}"
,,3,3,loadbalancing reachability waypoint,99,0,1,6.244,9,9,0,0,1.0,1,986,843,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""frankfurt"": [""100.0.29.0/24""],
      ""zurich"": [""100.0.9.0/24""],
      ""luxembourg"": [""100.0.1.0/24""]
    },
    ""waypoint"": {
      ""(frankfurt,100.0.29.0/24)"": [""london""],
      ""(zurich,100.0.9.0/24)"": [""rotterdam""],
      ""(luxembourg,100.0.1.0/24)"": [""kiev""]
    },
    ""loadbalancing"": {
      ""(frankfurt,100.0.29.0/24)"": 2,
      ""(zurich,100.0.9.0/24)"": 3,
      ""(luxembourg,100.0.1.0/24)"": 4
    }
  }
}"
,,3,3,loadbalancing reachability waypoint,99,0,2,4.918,9,9,0,0,1.0,1,993,640,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""vienna"": [""100.0.1.0/24""],
      ""istanbul"": [""100.0.9.0/24""],
      ""kiev"": [""100.0.29.0/24""]
    },
    ""waypoint"": {
      ""(vienna,100.0.1.0/24)"": [""kiev""],
      ""(istanbul,100.0.9.0/24)"": [""rotterdam""],
      ""(kiev,100.0.29.0/24)"": [""london""]
    },
    ""loadbalancing"": {
      ""(vienna,100.0.1.0/24)"": 2,
      ""(istanbul,100.0.9.0/24)"": 2,
      ""(kiev,100.0.29.0/24)"": 3
    }
  }
}"
,,3,3,loadbalancing reachability waypoint,99,0,3,5.486,9,9,0,0,1.0,1,978,740,0,{},"{
    ""reachability"": {
        ""budapest"": [""100.0.29.0/24""],
        ""rotterdam"": [""100.0.29.0/24""],
        ""geneva"": [""100.0.1.0/24""]
    },
    ""waypoint"": {
        ""(budapest,100.0.29.0/24)"": [""london""],
        ""(rotterdam,100.0.29.0/24)"": [""london""],
        ""(geneva,100.0.1.0/24)"": [""kiev""]
    },
    ""loadbalancing"": {
        ""(budapest,100.0.29.0/24)"": 3,
        ""(rotterdam,100.0.29.0/24)"": 2,
        ""(geneva,100.0.1.0/24)"": 5
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,4,5.418,9,9,0,0,1.0,1,975,838,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""lyon"": [""100.0.9.0/24""],
      ""roma"": [""100.0.29.0/24""],
      ""brussels"": [""100.0.1.0/24""]
    },
    ""waypoint"": {
      ""(lyon,100.0.9.0/24)"": [""rotterdam""],
      ""(roma,100.0.29.0/24)"": [""london""],
      ""(brussels,100.0.1.0/24)"": [""kiev""]
    },
    ""loadbalancing"": {
      ""(lyon,100.0.9.0/24)"": 6,
      ""(roma,100.0.29.0/24)"": 2,
      ""(brussels,100.0.1.0/24)"": 4
    }
  }
}"
,,3,3,loadbalancing reachability waypoint,99,0,5,7.106,9,9,0,0,1.0,1,986,1053,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""bucharest"": [""100.0.1.0/24""],
            ""marseille"": [""100.0.9.0/24""],
            ""frankfurt"": [""100.0.9.0/24""]
        },
        ""waypoint"": {
            ""(bucharest,100.0.1.0/24)"": [""kiev""],
            ""(marseille,100.0.9.0/24)"": [""rotterdam""],
            ""(frankfurt,100.0.9.0/24)"": [""rotterdam""]
        },
        ""loadbalancing"": {
            ""(bucharest,100.0.1.0/24)"": 2,
            ""(marseille,100.0.9.0/24)"": 4,
            ""(frankfurt,100.0.9.0/24)"": 2
        }
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,6,5.684,9,9,0,0,1.0,1,985,833,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""geneva"": [""100.0.4.0/24""],
            ""rotterdam"": [""100.0.4.0/24""],
            ""barcelona"": [""100.0.1.0/24""]
        },
        ""waypoint"": {
            ""(geneva,100.0.4.0/24)"": [""basel""],
            ""(rotterdam,100.0.4.0/24)"": [""basel""],
            ""(barcelona,100.0.1.0/24)"": [""kiev""]
        },
        ""loadbalancing"": {
            ""(geneva,100.0.4.0/24)"": 3,
            ""(rotterdam,100.0.4.0/24)"": 3,
            ""(barcelona,100.0.1.0/24)"": 3
        }
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,7,5.695,9,9,0,0,1.0,1,986,656,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""vienna"": [""100.0.9.0/24""],
            ""praha"": [""100.0.4.0/24""],
            ""paris"": [""100.0.29.0/24""]
        },
        ""waypoint"": {
            ""(vienna,100.0.9.0/24)"": [""rotterdam""],
            ""(praha,100.0.4.0/24)"": [""basel""],
            ""(paris,100.0.29.0/24)"": [""london""]
        },
        ""loadbalancing"": {
            ""(vienna,100.0.9.0/24)"": 3,
            ""(praha,100.0.4.0/24)"": 2,
            ""(paris,100.0.29.0/24)"": 2
        }
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,8,32.605,9,9,0,0,1.0,1,979,816,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""kiev"": [""100.0.4.0/24""],
      ""budapest"": [""100.0.4.0/24""],
      ""amsterdam"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(kiev,100.0.4.0/24)"": [""basel""],
      ""(budapest,100.0.4.0/24)"": [""basel""],
      ""(amsterdam,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(kiev,100.0.4.0/24)"": 2,
      ""(budapest,100.0.4.0/24)"": 4,
      ""(amsterdam,100.0.4.0/24)"": 7
    }
  }
}"
,,3,3,loadbalancing reachability waypoint,99,0,9,6.054,9,9,0,0,1.0,1,977,673,0,{},"{
    ""status"": ""ok"",
    ""result"": {
        ""reachability"": {
            ""madrid"": [""100.0.29.0/24""],
            ""barcelona"": [""100.0.29.0/24""],
            ""warsaw"": [""100.0.4.0/24""]
        },
        ""waypoint"": {
            ""(madrid,100.0.29.0/24)"": [""london""],
            ""(barcelona,100.0.29.0/24)"": [""london""],
            ""(warsaw,100.0.4.0/24)"": [""basel""]
        },
        ""loadbalancing"": {
            ""(madrid,100.0.29.0/24)"": 2,
            ""(barcelona,100.0.29.0/24)"": 2,
            ""(warsaw,100.0.4.0/24)"": 2
        }
    }
}"
,,3,3,loadbalancing reachability waypoint,99,0,10,4.545,9,9,0,0,1.0,1,989,651,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""sofia"": [""100.0.9.0/24""],
      ""strasbourg"": [""100.0.29.0/24""],
      ""bratislava"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(sofia,100.0.9.0/24)"": [""rotterdam""],
      ""(strasbourg,100.0.29.0/24)"": [""london""],
      ""(bratislava,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(sofia,100.0.9.0/24)"": 4,
      ""(strasbourg,100.0.29.0/24)"": 2,
      ""(bratislava,100.0.4.0/24)"": 4
    }
  }
}"
,,11,3,loadbalancing reachability waypoint,99,0,0,14.792,33,33,0,0,1.0,1,1479,2519,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""athens"": [""100.0.29.0/24""],
      ""strasbourg"": [""100.0.1.0/24""],
      ""luxembourg"": [""100.0.4.0/24"", ""100.0.1.0/24""],
      ""frankfurt"": [""100.0.29.0/24""],
      ""zurich"": [""100.0.9.0/24""],
      ""vienna"": [""100.0.1.0/24""],
      ""istanbul"": [""100.0.9.0/24""],
      ""kiev"": [""100.0.29.0/24""],
      ""budapest"": [""100.0.29.0/24""],
      ""rotterdam"": [""100.0.29.0/24""]
    },
    ""waypoint"": {
      ""(athens,100.0.29.0/24)"": [""london""],
      ""(strasbourg,100.0.1.0/24)"": [""kiev""],
      ""(luxembourg,100.0.4.0/24)"": [""basel""],
      ""(frankfurt,100.0.29.0/24)"": [""london""],
      ""(zurich,100.0.9.0/24)"": [""rotterdam""],
      ""(luxembourg,100.0.1.0/24)"": [""kiev""],
      ""(vienna,100.0.1.0/24)"": [""kiev""],
      ""(istanbul,100.0.9.0/24)"": [""rotterdam""],
      ""(kiev,100.0.29.0/24)"": [""london""],
      ""(budapest,100.0.29.0/24)"": [""london""],
      ""(rotterdam,100.0.29.0/24)"": [""london""]
    },
    ""loadbalancing"": {
      ""(athens,100.0.29.0/24)"": 3,
      ""(strasbourg,100.0.1.0/24)"": 2,
      ""(luxembourg,100.0.4.0/24)"": 4,
      ""(frankfurt,100.0.29.0/24)"": 2,
      ""(zurich,100.0.9.0/24)"": 3,
      ""(luxembourg,100.0.1.0/24)"": 4,
      ""(vienna,100.0.1.0/24)"": 2,
      ""(istanbul,100.0.9.0/24)"": 2,
      ""(kiev,100.0.29.0/24)"": 3,
      ""(budapest,100.0.29.0/24)"": 3,
      ""(rotterdam,100.0.29.0/24)"": 2
    }
  }
}"
,,11,3,loadbalancing reachability waypoint,99,0,1,16.257,33,33,0,0,1.0,1,1488,2938,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""geneva"": [""100.0.1.0/24"", ""100.0.4.0/24""],
      ""lyon"": [""100.0.9.0/24""],
      ""roma"": [""100.0.29.0/24""],
      ""brussels"": [""100.0.1.0/24""],
      ""bucharest"": [""100.0.1.0/24""],
      ""marseille"": [""100.0.9.0/24""],
      ""frankfurt"": [""100.0.9.0/24""],
      ""rotterdam"": [""100.0.4.0/24""],
      ""barcelona"": [""100.0.1.0/24""],
      ""vienna"": [""100.0.9.0/24""]
    },
    ""waypoint"": {
      ""(geneva,100.0.1.0/24)"": [""kiev""],
      ""(lyon,100.0.9.0/24)"": [""rotterdam""],
      ""(roma,100.0.29.0/24)"": [""london""],
      ""(brussels,100.0.1.0/24)"": [""kiev""],
      ""(bucharest,100.0.1.0/24)"": [""kiev""],
      ""(marseille,100.0.9.0/24)"": [""rotterdam""],
      ""(frankfurt,100.0.9.0/24)"": [""rotterdam""],
      ""(geneva,100.0.4.0/24)"": [""basel""],
      ""(rotterdam,100.0.4.0/24)"": [""basel""],
      ""(barcelona,100.0.1.0/24)"": [""kiev""],
      ""(vienna,100.0.9.0/24)"": [""rotterdam""]
    },
    ""loadbalancing"": {
      ""(geneva,100.0.1.0/24)"": 5,
      ""(lyon,100.0.9.0/24)"": 6,
      ""(roma,100.0.29.0/24)"": 2,
      ""(brussels,100.0.1.0/24)"": 4,
      ""(bucharest,100.0.1.0/24)"": 2,
      ""(marseille,100.0.9.0/24)"": 4,
      ""(frankfurt,100.0.9.0/24)"": 2,
      ""(geneva,100.0.4.0/24)"": 3,
      ""(rotterdam,100.0.4.0/24)"": 3,
      ""(barcelona,100.0.1.0/24)"": 3,
      ""(vienna,100.0.9.0/24)"": 3
    }
  }
}"
,,11,3,loadbalancing reachability waypoint,99,0,2,19.921,33,33,0,0,1.0,1,1503,3441,0,{},"{
  ""status"": ""ok"",
  ""result"": {
    ""reachability"": {
      ""praha"": [""100.0.4.0/24""],
      ""paris"": [""100.0.29.0/24""],
      ""kiev"": [""100.0.4.0/24""],
      ""budapest"": [""100.0.4.0/24""],
      ""amsterdam"": [""100.0.4.0/24""],
      ""madrid"": [""100.0.29.0/24""],
      ""barcelona"": [""100.0.29.0/24""],
      ""warsaw"": [""100.0.4.0/24""],
      ""sofia"": [""100.0.9.0/24""],
      ""strasbourg"": [""100.0.29.0/24""],
      ""bratislava"": [""100.0.4.0/24""]
    },
    ""waypoint"": {
      ""(praha,100.0.4.0/24)"": [""basel""],
      ""(paris,100.0.29.0/24)"": [""london""],
      ""(kiev,100.0.4.0/24)"": [""basel""],
      ""(budapest,100.0.4.0/24)"": [""basel""],
      ""(amsterdam,100.0.4.0/24)"": [""basel""],
      ""(madrid,100.0.29.0/24)"": [""london""],
      ""(barcelona,100.0.29.0/24)"": [""london""],
      ""(warsaw,100.0.4.0/24)"": [""basel""],
      ""(sofia,100.0.9.0/24)"": [""rotterdam""],
      ""(strasbourg,100.0.29.0/24)"": [""london""],
      ""(bratislava,100.0.4.0/24)"": [""basel""]
    },
    ""loadbalancing"": {
      ""(praha,100.0.4.0/24)"": 2,
      ""(paris,100.0.29.0/24)"": 2,
      ""(kiev,100.0.4.0/24)"": 2,
      ""(budapest,100.0.4.0/24)"": 4,
      ""(amsterdam,100.0.4.0/24)"": 7,
      ""(madrid,100.0.29.0/24)"": 2,
      ""(barcelona,100.0.29.0/24)"": 2,
      ""(warsaw,100.0.4.0/24)"": 2,
      ""(sofia,100.0.9.0/24)"": 4,
      ""(strasbourg,100.0.29.0/24)"": 2,
      ""(bratislava,100.0.4.0/24)"": 4
    }
  }
}"
